,Fullpath,Target Int,target Str
1580,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C4.L.wav,14,MARIMBA
1581,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C4.R.wav,14,MARIMBA
1582,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C5.L.wav,14,MARIMBA
1583,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C5.R.wav,14,MARIMBA
1584,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C6.L.wav,14,MARIMBA
1585,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C6.R.wav,14,MARIMBA
1586,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C7.L.wav,14,MARIMBA
1587,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C7.R.wav,14,MARIMBA
1588,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D2.L.wav,14,MARIMBA
1589,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D2.R.wav,14,MARIMBA
1590,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D3.L.wav,14,MARIMBA
1591,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D3.R.wav,14,MARIMBA
1592,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D4.L.wav,14,MARIMBA
1593,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D4.R.wav,14,MARIMBA
1594,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D5.L.wav,14,MARIMBA
1595,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D5.R.wav,14,MARIMBA
1596,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D6.L.wav,14,MARIMBA
1597,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D6.R.wav,14,MARIMBA
1598,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db2.L.wav,14,MARIMBA
1599,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db2.R.wav,14,MARIMBA
1600,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db3.L.wav,14,MARIMBA
1601,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db3.R.wav,14,MARIMBA
1602,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db4.L.wav,14,MARIMBA
1603,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db4.R.wav,14,MARIMBA
1604,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db5.L.wav,14,MARIMBA
1605,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db5.R.wav,14,MARIMBA
1606,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db6.L.wav,14,MARIMBA
1607,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db6.R.wav,14,MARIMBA
1608,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E2.L.wav,14,MARIMBA
1609,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E2.R.wav,14,MARIMBA
1610,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E3.L.wav,14,MARIMBA
1611,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E3.R.wav,14,MARIMBA
1612,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E4.L.wav,14,MARIMBA
1613,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E4.R.wav,14,MARIMBA
1614,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E5.L.wav,14,MARIMBA
1615,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E5.R.wav,14,MARIMBA
1616,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E6.L.wav,14,MARIMBA
1617,C:\Users\Landon\Documents\audioWAV\Marimba.cord.E6.R.wav,14,MARIMBA
1618,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb2.L.wav,14,MARIMBA
1619,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb2.R.wav,14,MARIMBA
1620,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb3.L.wav,14,MARIMBA
1621,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb3.R.wav,14,MARIMBA
1622,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb4.L.wav,14,MARIMBA
1623,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb4.R.wav,14,MARIMBA
1624,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb5.L.wav,14,MARIMBA
1625,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb5.R.wav,14,MARIMBA
1626,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb6.L.wav,14,MARIMBA
1627,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb6.R.wav,14,MARIMBA
1628,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F2.L.wav,14,MARIMBA
1629,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F2.R.wav,14,MARIMBA
1630,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F3.L.wav,14,MARIMBA
1631,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F3.R.wav,14,MARIMBA
1632,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F4.L.wav,14,MARIMBA
1633,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F4.R.wav,14,MARIMBA
1634,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F5.L.wav,14,MARIMBA
1635,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F5.R.wav,14,MARIMBA
1636,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F6.L.wav,14,MARIMBA
1637,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F6.R.wav,14,MARIMBA
1638,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G2.L.wav,14,MARIMBA
1639,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G2.R.wav,14,MARIMBA
1640,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G3.L.wav,14,MARIMBA
1641,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G3.R.wav,14,MARIMBA
1642,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G4.L.wav,14,MARIMBA
1643,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G4.R.wav,14,MARIMBA
1644,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G5.L.wav,14,MARIMBA
1645,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G5.R.wav,14,MARIMBA
1646,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G6.L.wav,14,MARIMBA
1647,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G6.R.wav,14,MARIMBA
1648,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb2.L.wav,14,MARIMBA
1649,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb2.R.wav,14,MARIMBA
1650,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb3.L.wav,14,MARIMBA
1651,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb3.R.wav,14,MARIMBA
1652,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb4.L.wav,14,MARIMBA
1653,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb4.R.wav,14,MARIMBA
1654,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb5.L.wav,14,MARIMBA
1655,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb5.R.wav,14,MARIMBA
1656,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb6.L.wav,14,MARIMBA
1657,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Gb6.R.wav,14,MARIMBA
1658,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A2.L.wav,14,MARIMBA
1659,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A2.R.wav,14,MARIMBA
1660,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A3.L.wav,14,MARIMBA
1661,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A3.R.wav,14,MARIMBA
1662,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A4.L.wav,14,MARIMBA
1663,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A4.R.wav,14,MARIMBA
1664,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A5.L.wav,14,MARIMBA
1665,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A5.R.wav,14,MARIMBA
1666,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A6.L.wav,14,MARIMBA
1667,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A6.R.wav,14,MARIMBA
1668,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab2.L.wav,14,MARIMBA
1669,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab2.R.wav,14,MARIMBA
1670,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab3.L.wav,14,MARIMBA
1671,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab3.R.wav,14,MARIMBA
1672,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab4.L.wav,14,MARIMBA
1673,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab4.R.wav,14,MARIMBA
1674,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab5.L.wav,14,MARIMBA
1675,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab5.R.wav,14,MARIMBA
1676,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab6.L.wav,14,MARIMBA
1677,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Ab6.R.wav,14,MARIMBA
1678,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B2.L.wav,14,MARIMBA
1679,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B2.R.wav,14,MARIMBA
1680,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B3.L.wav,14,MARIMBA
1681,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B3.R.wav,14,MARIMBA
1682,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B4.L.wav,14,MARIMBA
1683,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B4.R.wav,14,MARIMBA
1684,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B5.L.wav,14,MARIMBA
1685,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B5.R.wav,14,MARIMBA
1686,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B6.L.wav,14,MARIMBA
1687,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B6.R.wav,14,MARIMBA
1688,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb2.L.wav,14,MARIMBA
1689,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb2.R.wav,14,MARIMBA
1690,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb3.L.wav,14,MARIMBA
1691,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb3.R.wav,14,MARIMBA
1692,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb4.L.wav,14,MARIMBA
1693,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb4.R.wav,14,MARIMBA
1694,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb5.L.wav,14,MARIMBA
1695,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb5.R.wav,14,MARIMBA
1696,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb6.L.wav,14,MARIMBA
1697,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb6.R.wav,14,MARIMBA
1698,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C2.L.wav,14,MARIMBA
1699,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C2.R.wav,14,MARIMBA
1700,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C3.L.wav,14,MARIMBA
1701,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C3.R.wav,14,MARIMBA
1702,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C4.L.wav,14,MARIMBA
1703,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C4.R.wav,14,MARIMBA
1704,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C5.L.wav,14,MARIMBA
1705,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C5.R.wav,14,MARIMBA
1706,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C6.L.wav,14,MARIMBA
1707,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C6.R.wav,14,MARIMBA
1708,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C7.L.wav,14,MARIMBA
1709,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.C7.R.wav,14,MARIMBA
1710,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D2.L.wav,14,MARIMBA
1711,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D2.R.wav,14,MARIMBA
1712,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D3.L.wav,14,MARIMBA
1713,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D3.R.wav,14,MARIMBA
1714,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D4.L.wav,14,MARIMBA
1715,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D4.R.wav,14,MARIMBA
1716,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D5.L.wav,14,MARIMBA
1717,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D5.R.wav,14,MARIMBA
1718,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D6.L.wav,14,MARIMBA
1719,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D6.R.wav,14,MARIMBA
1720,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db2.L.wav,14,MARIMBA
1721,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db2.R.wav,14,MARIMBA
1722,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db3.L.wav,14,MARIMBA
1723,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db3.R.wav,14,MARIMBA
1724,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db4.L.wav,14,MARIMBA
1725,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db4.R.wav,14,MARIMBA
1726,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db5.L.wav,14,MARIMBA
1727,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db5.R.wav,14,MARIMBA
1728,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db6.L.wav,14,MARIMBA
1729,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db6.R.wav,14,MARIMBA
1730,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E2.L.wav,14,MARIMBA
1731,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E2.R.wav,14,MARIMBA
1732,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E3.L.wav,14,MARIMBA
1733,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E3.R.wav,14,MARIMBA
1734,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E4.L.wav,14,MARIMBA
1735,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E4.R.wav,14,MARIMBA
1736,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E5.L.wav,14,MARIMBA
1737,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E5.R.wav,14,MARIMBA
1738,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E6.L.wav,14,MARIMBA
1739,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E6.R.wav,14,MARIMBA
1740,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb2.L.wav,14,MARIMBA
1741,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb2.R.wav,14,MARIMBA
1742,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb3.L.wav,14,MARIMBA
1743,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb3.R.wav,14,MARIMBA
1744,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb4.L.wav,14,MARIMBA
1745,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb4.R.wav,14,MARIMBA
1746,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb5.L.wav,14,MARIMBA
1747,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb5.R.wav,14,MARIMBA
1748,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb6.L.wav,14,MARIMBA
1749,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Eb6.R.wav,14,MARIMBA
1750,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F2.L.wav,14,MARIMBA
1751,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F2.R.wav,14,MARIMBA
1752,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F3.L.wav,14,MARIMBA
1753,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F3.R.wav,14,MARIMBA
1754,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F4.L.wav,14,MARIMBA
1755,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F4.R.wav,14,MARIMBA
1756,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F5.L.wav,14,MARIMBA
1757,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F5.R.wav,14,MARIMBA
1758,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F6.L.wav,14,MARIMBA
1759,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.F6.R.wav,14,MARIMBA
1760,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G2.L.wav,14,MARIMBA
1761,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G2.R.wav,14,MARIMBA
1762,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G3.L.wav,14,MARIMBA
1763,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G3.R.wav,14,MARIMBA
1764,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G4.L.wav,14,MARIMBA
1765,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G4.R.wav,14,MARIMBA
1766,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G5.L.wav,14,MARIMBA
1767,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G5.R.wav,14,MARIMBA
1768,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G6.L.wav,14,MARIMBA
1769,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.G6.R.wav,14,MARIMBA
1770,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb2.L.wav,14,MARIMBA
1771,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb2.R.wav,14,MARIMBA
1772,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb3.L.wav,14,MARIMBA
1773,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb3.R.wav,14,MARIMBA
1774,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb4.L.wav,14,MARIMBA
1775,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb4.R.wav,14,MARIMBA
1776,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb5.L.wav,14,MARIMBA
1777,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb5.R.wav,14,MARIMBA
1778,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb6.L.wav,14,MARIMBA
1779,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb6.R.wav,14,MARIMBA
1780,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A2.L.wav,14,MARIMBA
1781,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A2.R.wav,14,MARIMBA
1782,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A3.L.wav,14,MARIMBA
1783,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A3.R.wav,14,MARIMBA
1784,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A4.L.wav,14,MARIMBA
1785,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A4.R.wav,14,MARIMBA
1786,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A5.L.wav,14,MARIMBA
1787,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A5.R.wav,14,MARIMBA
1788,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A6.L.wav,14,MARIMBA
1789,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A6.R.wav,14,MARIMBA
1790,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab2.L.wav,14,MARIMBA
1791,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab2.R.wav,14,MARIMBA
1792,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab3.L.wav,14,MARIMBA
1793,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab3.R.wav,14,MARIMBA
1794,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab4.L.wav,14,MARIMBA
1795,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab4.R.wav,14,MARIMBA
1796,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab5.L.wav,14,MARIMBA
1797,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab5.R.wav,14,MARIMBA
1798,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab6.L.wav,14,MARIMBA
1799,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab6.R.wav,14,MARIMBA
1800,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B2.L.wav,14,MARIMBA
1801,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B2.R.wav,14,MARIMBA
1802,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B3.L.wav,14,MARIMBA
1803,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B3.R.wav,14,MARIMBA
1804,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B4.L.wav,14,MARIMBA
1805,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B4.R.wav,14,MARIMBA
1806,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B5.L.wav,14,MARIMBA
1807,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B5.R.wav,14,MARIMBA
1808,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B6.L.wav,14,MARIMBA
1809,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B6.R.wav,14,MARIMBA
1810,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb2.L.wav,14,MARIMBA
1811,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb2.R.wav,14,MARIMBA
1812,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb3.L.wav,14,MARIMBA
1813,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb3.R.wav,14,MARIMBA
1814,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb4.L.wav,14,MARIMBA
1815,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb4.R.wav,14,MARIMBA
1816,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb5.L.wav,14,MARIMBA
1817,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb5.R.wav,14,MARIMBA
1818,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb6.L.wav,14,MARIMBA
1819,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Bb6.R.wav,14,MARIMBA
1820,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C2.L.wav,14,MARIMBA
1821,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C2.R.wav,14,MARIMBA
1822,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C3.L.wav,14,MARIMBA
1823,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C3.R.wav,14,MARIMBA
1824,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C4.L.wav,14,MARIMBA
1825,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C4.R.wav,14,MARIMBA
1826,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C5.L.wav,14,MARIMBA
1827,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C5.R.wav,14,MARIMBA
1828,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C6.L.wav,14,MARIMBA
1829,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C6.R.wav,14,MARIMBA
1830,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C7.L.wav,14,MARIMBA
1831,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C7.R.wav,14,MARIMBA
1832,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D3.L.wav,14,MARIMBA
1833,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D3.R.wav,14,MARIMBA
1834,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D4.L.wav,14,MARIMBA
1835,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D4.R.wav,14,MARIMBA
1836,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D5.L.wav,14,MARIMBA
1837,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D5.R.wav,14,MARIMBA
1838,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D6.L.wav,14,MARIMBA
1839,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D6.R.wav,14,MARIMBA
1840,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db2.L.wav,14,MARIMBA
1841,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db2.R.wav,14,MARIMBA
1842,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db3.L.wav,14,MARIMBA
1843,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db3.R.wav,14,MARIMBA
1844,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db4.L.wav,14,MARIMBA
1845,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db4.R.wav,14,MARIMBA
1846,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db5.L.wav,14,MARIMBA
1847,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db5.R.wav,14,MARIMBA
1848,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db6.L.wav,14,MARIMBA
1849,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db6.R.wav,14,MARIMBA
1850,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E2.L.wav,14,MARIMBA
1851,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E2.R.wav,14,MARIMBA
1852,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E3.L.wav,14,MARIMBA
1853,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E3.R.wav,14,MARIMBA
1854,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E4.L.wav,14,MARIMBA
1855,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E4.R.wav,14,MARIMBA
1856,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E5.L.wav,14,MARIMBA
1857,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E5.R.wav,14,MARIMBA
1858,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E6.L.wav,14,MARIMBA
1859,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E6.R.wav,14,MARIMBA
1860,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Eb2.L.wav,14,MARIMBA
1861,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Eb2.R.wav,14,MARIMBA
